n	features	TSS	database	col1	col2
0	TSS coverage	chr19:43779972:43781973:-:KCNN4,KCNN4,KCNN4,KCNN4;NM_002250.3,XM_005258882.3,XM_005258883.3,XM_047438793.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr19:43779972:43781973:-:KCNN4,KCNN4,KCNN4,KCNN4;NM_002250.3,XM_005258882.3,XM_005258883.3,XM_047438793.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr19:43779972:43781973:-:KCNN4,KCNN4,KCNN4,KCNN4;NM_002250.3,XM_005258882.3,XM_005258883.3,XM_047438793.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr5:88822926:88824927:-:MEF2C;NM_001193348.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr5:88822926:88824927:-:MEF2C;NM_001193348.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr5:88822926:88824927:-:MEF2C;NM_001193348.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr1:43524091:43526092:+:PTPRF,PTPRF;XM_011541871.4,XM_011541872.4;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr1:43524091:43526092:+:PTPRF,PTPRF;XM_011541871.4,XM_011541872.4;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr1:43524091:43526092:+:PTPRF,PTPRF;XM_011541871.4,XM_011541872.4;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr11:70660840:70662841:-:SHANK2;NM_133266.5;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr11:70660840:70662841:-:SHANK2;NM_133266.5;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr11:70660840:70662841:-:SHANK2;NM_133266.5;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr22:36818498:36820499:-:PVALB;NM_002854.3;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr22:36818498:36820499:-:PVALB;NM_002854.3;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr22:36818498:36820499:-:PVALB;NM_002854.3;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr1:51989699:51991700:-:RAB3B;NM_002867.4;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr1:51989699:51991700:-:RAB3B;NM_002867.4;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr1:51989699:51991700:-:RAB3B;NM_002867.4;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr4:86599459:86601460:+:PTPN13;XM_047416036.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr4:86599459:86601460:+:PTPN13;XM_047416036.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr4:86599459:86601460:+:PTPN13;XM_047416036.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr1:212300857:212302858:+:PPP2R5A;NM_001199756.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr1:212300857:212302858:+:PPP2R5A;NM_001199756.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr1:212300857:212302858:+:PPP2R5A;NM_001199756.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr16:11575991:11577992:-:LITAF;XM_006720984.5;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr16:11575991:11577992:-:LITAF;XM_006720984.5;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr16:11575991:11577992:-:LITAF;XM_006720984.5;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr22:19986002:19988003:-:ARVCF;XM_006724246.5;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr22:19986002:19988003:-:ARVCF;XM_006724246.5;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr22:19986002:19988003:-:ARVCF;XM_006724246.5;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr6:56953829:56955830:-:DST,DST,DST,DST;NM_001144769.5,NM_001374722.1,NM_001374734.1,NM_001374736.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr6:56953829:56955830:-:DST,DST,DST,DST;NM_001144769.5,NM_001374722.1,NM_001374734.1,NM_001374736.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr6:56953829:56955830:-:DST,DST,DST,DST;NM_001144769.5,NM_001374722.1,NM_001374734.1,NM_001374736.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr1:84143270:84145271:+:PRKACB,PRKACB,PRKACB;NM_001300916.2,NM_182948.4,XM_005271020.3;mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr1:84143270:84145271:+:PRKACB,PRKACB,PRKACB;NM_001300916.2,NM_182948.4,XM_005271020.3;mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr1:84143270:84145271:+:PRKACB,PRKACB,PRKACB;NM_001300916.2,NM_182948.4,XM_005271020.3;mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr16:18875103:18877104:-:SMG1;XM_017023067.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr16:18875103:18877104:-:SMG1;XM_017023067.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr16:18875103:18877104:-:SMG1;XM_017023067.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr12:122852033:122854034:+:HIP1R;XM_024449270.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr12:122852033:122854034:+:HIP1R;XM_024449270.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr12:122852033:122854034:+:HIP1R;XM_024449270.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr3:131132273:131134274:+:NEK11;XM_024453760.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr3:131132273:131134274:+:NEK11;XM_024453760.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr3:131132273:131134274:+:NEK11;XM_024453760.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr18:34129338:34131339:-:NOL4;XM_024451279.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr18:34129338:34131339:-:NOL4;XM_024451279.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr18:34129338:34131339:-:NOL4;XM_024451279.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr19:49042847:49044848:+:CGB5;NM_033043.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr19:49042847:49044848:+:CGB5;NM_033043.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr19:49042847:49044848:+:CGB5;NM_033043.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr19:35851503:35853504:-:NPHS1;NM_004646.4;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr19:35851503:35853504:-:NPHS1;NM_004646.4;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr19:35851503:35853504:-:NPHS1;NM_004646.4;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr6:33576315:33578316:-:BAK1;XM_047419196.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr6:33576315:33578316:-:BAK1;XM_047419196.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr6:33576315:33578316:-:BAK1;XM_047419196.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr2:40450683:40452684:-:SLC8A1,SLC8A1,SLC8A1,SLC8A1,SLC8A1,SLC8A1;NM_001351485.2,NM_001351488.2,NM_001351489.2,NM_001351492.2,NM_001394104.1,NM_001394107.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr2:40450683:40452684:-:SLC8A1,SLC8A1,SLC8A1,SLC8A1,SLC8A1,SLC8A1;NM_001351485.2,NM_001351488.2,NM_001351489.2,NM_001351492.2,NM_001394104.1,NM_001394107.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr2:40450683:40452684:-:SLC8A1,SLC8A1,SLC8A1,SLC8A1,SLC8A1,SLC8A1;NM_001351485.2,NM_001351488.2,NM_001351489.2,NM_001351492.2,NM_001394104.1,NM_001394107.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr20:13622513:13624514:-:TASP1;XM_047440273.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr20:13622513:13624514:-:TASP1;XM_047440273.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr20:13622513:13624514:-:TASP1;XM_047440273.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr11:13494996:13496997:-:PTH;NM_000315.4;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr11:13494996:13496997:-:PTH;NM_000315.4;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr11:13494996:13496997:-:PTH;NM_000315.4;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr9:112332025:112334026:-:PTBP3,PTBP3,PTBP3,PTBP3;NM_001244898.1,XM_011519265.2,XM_047424267.1,XM_047424268.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr9:112332025:112334026:-:PTBP3,PTBP3,PTBP3,PTBP3;NM_001244898.1,XM_011519265.2,XM_047424267.1,XM_047424268.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr9:112332025:112334026:-:PTBP3,PTBP3,PTBP3,PTBP3;NM_001244898.1,XM_011519265.2,XM_047424267.1,XM_047424268.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr12:6374449:6376450:-:SCNN1A;NM_001159576.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr12:6374449:6376450:-:SCNN1A;NM_001159576.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr12:6374449:6376450:-:SCNN1A;NM_001159576.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr19:40197396:40199397:+:MAP3K10;XM_047438845.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr19:40197396:40199397:+:MAP3K10;XM_047438845.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr19:40197396:40199397:+:MAP3K10;XM_047438845.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr9:112331991:112333992:-:PTBP3,PTBP3;XM_047424265.1,XM_047424266.1;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr9:112331991:112333992:-:PTBP3,PTBP3;XM_047424265.1,XM_047424266.1;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr9:112331991:112333992:-:PTBP3,PTBP3;XM_047424265.1,XM_047424266.1;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr1:84163693:84165694:+:PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB;NM_001242860.3,NM_001242861.3,NM_001300915.2,NM_001375560.1,NM_001375561.1,NM_001375564.1,NM_001375565.1,NM_001375571.1,NM_001375573.1,NM_001375574.1,NM_001375575.1,NM_001375577.1,NM_001375579.1,NM_001375580.1,XM_017001717.2;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr1:84163693:84165694:+:PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB;NM_001242860.3,NM_001242861.3,NM_001300915.2,NM_001375560.1,NM_001375561.1,NM_001375564.1,NM_001375565.1,NM_001375571.1,NM_001375573.1,NM_001375574.1,NM_001375575.1,NM_001375577.1,NM_001375579.1,NM_001375580.1,XM_017001717.2;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr1:84163693:84165694:+:PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB,PRKACB;NM_001242860.3,NM_001242861.3,NM_001300915.2,NM_001375560.1,NM_001375561.1,NM_001375564.1,NM_001375565.1,NM_001375571.1,NM_001375573.1,NM_001375574.1,NM_001375575.1,NM_001375577.1,NM_001375579.1,NM_001375580.1,XM_017001717.2;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr6:101618770:101620771:+:GRIK2;XM_005266946.5;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr6:101618770:101620771:+:GRIK2;XM_005266946.5;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr6:101618770:101620771:+:GRIK2;XM_005266946.5;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr19:9009436:9011437:-:MUC16;NM_001401501.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr19:9009436:9011437:-:MUC16;NM_001401501.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr19:9009436:9011437:-:MUC16;NM_001401501.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr17:42782936:42784937:+:WNK4;XM_017024966.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr17:42782936:42784937:+:WNK4;XM_017024966.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr17:42782936:42784937:+:WNK4;XM_017024966.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr1:198638039:198640040:+:PTPRC,PTPRC,PTPRC,PTPRC,PTPRC,PTPRC;NM_001267798.2,NM_002838.5,NM_080921.4,XM_006711472.5,XM_006711473.4,XM_006711474.4;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr1:198638039:198640040:+:PTPRC,PTPRC,PTPRC,PTPRC,PTPRC,PTPRC;NM_001267798.2,NM_002838.5,NM_080921.4,XM_006711472.5,XM_006711473.4,XM_006711474.4;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr1:198638039:198640040:+:PTPRC,PTPRC,PTPRC,PTPRC,PTPRC,PTPRC;NM_001267798.2,NM_002838.5,NM_080921.4,XM_006711472.5,XM_006711473.4,XM_006711474.4;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr7:30699102:30701103:-:CRHR2,CRHR2;NM_001202475.1,NM_001202481.1;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr7:30699102:30701103:-:CRHR2,CRHR2;NM_001202475.1,NM_001202481.1;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr7:30699102:30701103:-:CRHR2,CRHR2;NM_001202475.1,NM_001202481.1;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr2:190061728:190063729:-:MSTN;NM_005259.3;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr2:190061728:190063729:-:MSTN;NM_005259.3;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr2:190061728:190063729:-:MSTN;NM_005259.3;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr1:31697890:31699891:-:COL16A1;XM_047446439.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr1:31697890:31699891:-:COL16A1;XM_047446439.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr1:31697890:31699891:-:COL16A1;XM_047446439.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr11:66242937:66244938:+:KLC2;XM_047427414.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr11:66242937:66244938:+:KLC2;XM_047427414.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr11:66242937:66244938:+:KLC2;XM_047427414.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr13:77226148:77228149:-:MYCBP2;XM_011535005.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr13:77226148:77228149:-:MYCBP2;XM_011535005.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr13:77226148:77228149:-:MYCBP2;XM_011535005.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr7:107747946:107749947:+:CBLL1;XM_011516580.4;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr7:107747946:107749947:+:CBLL1;XM_011516580.4;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr7:107747946:107749947:+:CBLL1;XM_011516580.4;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr6:33576628:33578629:-:BAK1;XM_011514780.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr6:33576628:33578629:-:BAK1;XM_011514780.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr6:33576628:33578629:-:BAK1;XM_011514780.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr2:11287367:11289368:-:ROCK2;XM_017005379.3;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr2:11287367:11289368:-:ROCK2;XM_017005379.3;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr2:11287367:11289368:-:ROCK2;XM_017005379.3;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr22:20492563:20494564:-:KLHL22,KLHL22;XM_017029022.2,XM_017029024.2;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr22:20492563:20494564:-:KLHL22,KLHL22;XM_017029022.2,XM_017029024.2;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr22:20492563:20494564:-:KLHL22,KLHL22;XM_017029022.2,XM_017029024.2;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr22:20492560:20494561:-:KLHL22;XM_017029019.3;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr22:20492560:20494561:-:KLHL22;XM_017029019.3;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr22:20492560:20494561:-:KLHL22;XM_017029019.3;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr2:211733618:211735619:-:ERBB4;XM_017003582.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr2:211733618:211735619:-:ERBB4;XM_017003582.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr2:211733618:211735619:-:ERBB4;XM_017003582.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr16:18875382:18877383:-:SMG1;XM_011545770.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr16:18875382:18877383:-:SMG1;XM_011545770.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr16:18875382:18877383:-:SMG1;XM_011545770.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr22:37174055:37176056:-:IL2RB;NM_001346223.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr22:37174055:37176056:-:IL2RB;NM_001346223.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr22:37174055:37176056:-:IL2RB;NM_001346223.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr3:101848513:101850514:+:NFKBIZ;NM_031419.4;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr3:101848513:101850514:+:NFKBIZ;NM_031419.4;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr3:101848513:101850514:+:NFKBIZ;NM_031419.4;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr1:239588728:239590729:+:CHRM3;XM_017000157.3;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr1:239588728:239590729:+:CHRM3;XM_017000157.3;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr1:239588728:239590729:+:CHRM3;XM_017000157.3;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr2:98180096:98182097:+:VWA3B;XM_006712359.4;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr2:98180096:98182097:+:VWA3B;XM_006712359.4;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr2:98180096:98182097:+:VWA3B;XM_006712359.4;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr22:19986195:19988196:-:ARVCF,ARVCF,ARVCF,ARVCF;XM_047441372.1,XM_047441373.1,XM_047441374.1,XM_047441375.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr22:19986195:19988196:-:ARVCF,ARVCF,ARVCF,ARVCF;XM_047441372.1,XM_047441373.1,XM_047441374.1,XM_047441375.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr22:19986195:19988196:-:ARVCF,ARVCF,ARVCF,ARVCF;XM_047441372.1,XM_047441373.1,XM_047441374.1,XM_047441375.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr1:201420729:201422730:-:TNNI1;NM_003281.4;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr1:201420729:201422730:-:TNNI1;NM_003281.4;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr1:201420729:201422730:-:TNNI1;NM_003281.4;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr16:2933088:2935089:+:FLYWCH1,FLYWCH1;XM_047434790.1,XM_047434791.1;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr16:2933088:2935089:+:FLYWCH1,FLYWCH1;XM_047434790.1,XM_047434791.1;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr16:2933088:2935089:+:FLYWCH1,FLYWCH1;XM_047434790.1,XM_047434791.1;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr19:56131552:56133553:+:ZNF444;XM_024451575.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr19:56131552:56133553:+:ZNF444;XM_024451575.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr19:56131552:56133553:+:ZNF444;XM_024451575.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr19:6771707:6773708:+:VAV1,VAV1,VAV1,VAV1;NM_001258206.2,NM_001258207.2,NM_005428.4,XM_005259642.2;mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr19:6771707:6773708:+:VAV1,VAV1,VAV1,VAV1;NM_001258206.2,NM_001258207.2,NM_005428.4,XM_005259642.2;mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr19:6771707:6773708:+:VAV1,VAV1,VAV1,VAV1;NM_001258206.2,NM_001258207.2,NM_005428.4,XM_005259642.2;mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr2:70942767:70944768:+:ATP6V1B1;XM_011532907.3;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr2:70942767:70944768:+:ATP6V1B1;XM_011532907.3;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr2:70942767:70944768:+:ATP6V1B1;XM_011532907.3;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr11:62920877:62922878:-:CHRM1;XM_011544742.3;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr11:62920877:62922878:-:CHRM1;XM_011544742.3;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr11:62920877:62922878:-:CHRM1;XM_011544742.3;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
