n	features	TSS	database	col1	col2
1	Gini	chr11:105609072:105611073:+:GRIA4,GRIA4,GRIA4,GRIA4,GRIA4;NM_000829.4,NM_001077243.3,NM_001077244.2,XM_005271518.4,XM_017017610.3;mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:105609072:105611073:+:GRIA4,GRIA4,GRIA4,GRIA4,GRIA4;NM_000829.4,NM_001077243.3,NM_001077244.2,XM_005271518.4,XM_017017610.3;mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:105609072:105611073:+:GRIA4,GRIA4,GRIA4,GRIA4,GRIA4;NM_000829.4,NM_001077243.3,NM_001077244.2,XM_005271518.4,XM_017017610.3;mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr2:65226830:65228831:+:ACTR2,ACTR2;NM_001005386.3,NM_005722.4;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr2:65226830:65228831:+:ACTR2,ACTR2;NM_001005386.3,NM_005722.4;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr2:65226830:65228831:+:ACTR2,ACTR2;NM_001005386.3,NM_005722.4;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:2145199:2147200:+:PRKCZ;XM_017001802.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:2145199:2147200:+:PRKCZ;XM_017001802.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:2145199:2147200:+:PRKCZ;XM_017001802.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr5:143434511:143436512:-:NR3C1,NR3C1,NR3C1;NM_001018074.1,NM_001018075.1,NM_001018077.1;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr5:143434511:143436512:-:NR3C1,NR3C1,NR3C1;NM_001018074.1,NM_001018075.1,NM_001018077.1;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr5:143434511:143436512:-:NR3C1,NR3C1,NR3C1;NM_001018074.1,NM_001018075.1,NM_001018077.1;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr10:31354196:31356197:+:ZEB1,ZEB1;XM_047425682.1,XM_047425683.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr10:31354196:31356197:+:ZEB1,ZEB1;XM_047425682.1,XM_047425683.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr10:31354196:31356197:+:ZEB1,ZEB1;XM_047425682.1,XM_047425683.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr17:48100477:48102478:-:CBX1;NM_001127228.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr17:48100477:48102478:-:CBX1;NM_001127228.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr17:48100477:48102478:-:CBX1;NM_001127228.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr15:76930748:76932749:+:RCN2,RCN2;NM_001271837.2,NM_002902.3;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr15:76930748:76932749:+:RCN2,RCN2;NM_001271837.2,NM_002902.3;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr15:76930748:76932749:+:RCN2,RCN2;NM_001271837.2,NM_002902.3;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:149885681:149887682:-:H2BC21;NM_003528.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:149885681:149887682:-:H2BC21;NM_003528.3;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr1:149885681:149887682:-:H2BC21;NM_003528.3;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:12165990:12167991:+:TNFRSF1B,TNFRSF1B,TNFRSF1B,TNFRSF1B;NM_001066.3,XM_011542060.3,XM_011542063.3,XM_047429422.1;mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:12165990:12167991:+:TNFRSF1B,TNFRSF1B,TNFRSF1B,TNFRSF1B;NM_001066.3,XM_011542060.3,XM_011542063.3,XM_047429422.1;mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr1:12165990:12167991:+:TNFRSF1B,TNFRSF1B,TNFRSF1B,TNFRSF1B;NM_001066.3,XM_011542060.3,XM_011542063.3,XM_047429422.1;mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:2145198:2147199:+:PRKCZ;XM_024448397.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:2145198:2147199:+:PRKCZ;XM_024448397.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:2145198:2147199:+:PRKCZ;XM_024448397.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:151449947:151451948:-:POGZ;XM_047450064.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:151449947:151451948:-:POGZ;XM_047450064.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:151449947:151451948:-:POGZ;XM_047450064.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr22:45165279:45167280:+:NUP50;XM_006724103.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr22:45165279:45167280:+:NUP50;XM_006724103.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr22:45165279:45167280:+:NUP50;XM_006724103.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr5:38556466:38558467:-:LIFR,LIFR;NM_001364297.2,NM_001364298.2;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr5:38556466:38558467:-:LIFR,LIFR;NM_001364297.2,NM_001364298.2;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr5:38556466:38558467:-:LIFR,LIFR;NM_001364297.2,NM_001364298.2;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr12:122226455:122228456:-:DIABLO;NM_019887.6;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr12:122226455:122228456:-:DIABLO;NM_019887.6;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr12:122226455:122228456:-:DIABLO;NM_019887.6;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr2:32356022:32358023:+:BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6;NM_016252.4,XM_005264450.5,XM_005264451.5,XM_005264452.5,XM_005264453.5,XM_005264455.5,XM_006712054.4,XM_006712055.4,XM_006712056.4,XM_017004556.2,XM_017004557.2,XM_017004558.2,XM_047445158.1,XM_047445159.1,XM_047445160.1,XM_047445161.1,XM_047445162.1,XM_047445163.1,XM_047445164.1,XM_047445165.1,XM_047445166.1,XM_047445167.1,XM_047445168.1,XM_047445169.1,XM_047445170.1,XM_047445171.1,XM_047445172.1,XM_047445173.1,XM_047445174.1,XM_047445175.1,XM_047445176.1,XM_047445177.1,XM_047445178.1,XM_047445179.1,XM_047445180.1,XM_047445181.1,XM_047445182.1,XM_047445183.1,XM_047445184.1,XM_047445185.1,XM_047445186.1,XM_047445187.1,XM_047445188.1,XM_047445189.1,XM_047445190.1,XM_047445191.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr2:32356022:32358023:+:BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6;NM_016252.4,XM_005264450.5,XM_005264451.5,XM_005264452.5,XM_005264453.5,XM_005264455.5,XM_006712054.4,XM_006712055.4,XM_006712056.4,XM_017004556.2,XM_017004557.2,XM_017004558.2,XM_047445158.1,XM_047445159.1,XM_047445160.1,XM_047445161.1,XM_047445162.1,XM_047445163.1,XM_047445164.1,XM_047445165.1,XM_047445166.1,XM_047445167.1,XM_047445168.1,XM_047445169.1,XM_047445170.1,XM_047445171.1,XM_047445172.1,XM_047445173.1,XM_047445174.1,XM_047445175.1,XM_047445176.1,XM_047445177.1,XM_047445178.1,XM_047445179.1,XM_047445180.1,XM_047445181.1,XM_047445182.1,XM_047445183.1,XM_047445184.1,XM_047445185.1,XM_047445186.1,XM_047445187.1,XM_047445188.1,XM_047445189.1,XM_047445190.1,XM_047445191.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr2:32356022:32358023:+:BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6,BIRC6;NM_016252.4,XM_005264450.5,XM_005264451.5,XM_005264452.5,XM_005264453.5,XM_005264455.5,XM_006712054.4,XM_006712055.4,XM_006712056.4,XM_017004556.2,XM_017004557.2,XM_017004558.2,XM_047445158.1,XM_047445159.1,XM_047445160.1,XM_047445161.1,XM_047445162.1,XM_047445163.1,XM_047445164.1,XM_047445165.1,XM_047445166.1,XM_047445167.1,XM_047445168.1,XM_047445169.1,XM_047445170.1,XM_047445171.1,XM_047445172.1,XM_047445173.1,XM_047445174.1,XM_047445175.1,XM_047445176.1,XM_047445177.1,XM_047445178.1,XM_047445179.1,XM_047445180.1,XM_047445181.1,XM_047445182.1,XM_047445183.1,XM_047445184.1,XM_047445185.1,XM_047445186.1,XM_047445187.1,XM_047445188.1,XM_047445189.1,XM_047445190.1,XM_047445191.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr19:9009436:9011437:-:MUC16;NM_001401501.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr19:9009436:9011437:-:MUC16;NM_001401501.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr19:9009436:9011437:-:MUC16;NM_001401501.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr2:218381982:218383983:+:SLC11A1;XM_017004766.3;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr2:218381982:218383983:+:SLC11A1;XM_017004766.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr2:218381982:218383983:+:SLC11A1;XM_017004766.3;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr19:51530669:51532670:-:SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6;NM_001177547.3,NM_001177548.3,NM_001177549.3,NM_001245.7,NM_198845.6,NM_198846.6,XM_011527533.4,XM_011527535.4,XM_011527536.4,XM_011527537.3,XM_011527538.4,XM_011527539.4,XM_017027511.3,XM_047439734.1,XM_047439735.1,XM_047439736.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr19:51530669:51532670:-:SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6;NM_001177547.3,NM_001177548.3,NM_001177549.3,NM_001245.7,NM_198845.6,NM_198846.6,XM_011527533.4,XM_011527535.4,XM_011527536.4,XM_011527537.3,XM_011527538.4,XM_011527539.4,XM_017027511.3,XM_047439734.1,XM_047439735.1,XM_047439736.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr19:51530669:51532670:-:SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6,SIGLEC6;NM_001177547.3,NM_001177548.3,NM_001177549.3,NM_001245.7,NM_198845.6,NM_198846.6,XM_011527533.4,XM_011527535.4,XM_011527536.4,XM_011527537.3,XM_011527538.4,XM_011527539.4,XM_017027511.3,XM_047439734.1,XM_047439735.1,XM_047439736.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr12:120495112:120497113:+:DYNLL1,DYNLL1;NM_001037495.2,NM_003746.3;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr12:120495112:120497113:+:DYNLL1,DYNLL1;NM_001037495.2,NM_003746.3;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr12:120495112:120497113:+:DYNLL1,DYNLL1;NM_001037495.2,NM_003746.3;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:236517213:236519214:+:LGALS8,LGALS8,LGALS8,LGALS8,LGALS8;NM_201545.2,XM_047420409.1,XM_047420410.1,XM_047420411.1,XM_047420416.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:236517213:236519214:+:LGALS8,LGALS8,LGALS8,LGALS8,LGALS8;NM_201545.2,XM_047420409.1,XM_047420410.1,XM_047420411.1,XM_047420416.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:236517213:236519214:+:LGALS8,LGALS8,LGALS8,LGALS8,LGALS8;NM_201545.2,XM_047420409.1,XM_047420410.1,XM_047420411.1,XM_047420416.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr9:8732945:8734946:-:PTPRD,PTPRD,PTPRD;NM_001040712.2,NM_130392.3,NM_130393.3;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr9:8732945:8734946:-:PTPRD,PTPRD,PTPRD;NM_001040712.2,NM_130392.3,NM_130393.3;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr9:8732945:8734946:-:PTPRD,PTPRD,PTPRD;NM_001040712.2,NM_130392.3,NM_130393.3;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr17:9568936:9570937:-:STX8;XM_011524079.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr17:9568936:9570937:-:STX8;XM_011524079.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr17:9568936:9570937:-:STX8;XM_011524079.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr19:54615967:54617968:+:LILRB1,LILRB1,LILRB1;NM_001388356.1,NM_001388357.1,NM_001388358.1;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr19:54615967:54617968:+:LILRB1,LILRB1,LILRB1;NM_001388356.1,NM_001388357.1,NM_001388358.1;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr19:54615967:54617968:+:LILRB1,LILRB1,LILRB1;NM_001388356.1,NM_001388357.1,NM_001388358.1;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:27244191:27246192:+:WDTC1;XM_047449750.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:27244191:27246192:+:WDTC1;XM_047449750.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:27244191:27246192:+:WDTC1;XM_047449750.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr14:91059640:91061641:-:RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5;NM_001322227.2,NM_001322228.2,NM_001322229.2,NM_001322230.2,NM_001322231.2,NM_001322232.2,NM_001322233.2,NM_001322234.2,NM_001322235.2,NM_001322236.2,NM_004755.4,NM_182398.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr14:91059640:91061641:-:RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5;NM_001322227.2,NM_001322228.2,NM_001322229.2,NM_001322230.2,NM_001322231.2,NM_001322232.2,NM_001322233.2,NM_001322234.2,NM_001322235.2,NM_001322236.2,NM_004755.4,NM_182398.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr14:91059640:91061641:-:RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5;NM_001322227.2,NM_001322228.2,NM_001322229.2,NM_001322230.2,NM_001322231.2,NM_001322232.2,NM_001322233.2,NM_001322234.2,NM_001322235.2,NM_001322236.2,NM_004755.4,NM_182398.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr16:50698487:50700488:+:NOD2;XM_047434452.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr16:50698487:50700488:+:NOD2;XM_047434452.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr16:50698487:50700488:+:NOD2;XM_047434452.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr2:119678200:119680201:+:TMEM177,TMEM177,TMEM177;NM_001105198.2,NM_001105199.2,NM_030577.3;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr2:119678200:119680201:+:TMEM177,TMEM177,TMEM177;NM_001105198.2,NM_001105199.2,NM_030577.3;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr2:119678200:119680201:+:TMEM177,TMEM177,TMEM177;NM_001105198.2,NM_001105199.2,NM_030577.3;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr3:51275311:51277312:+:DOCK3,DOCK3,DOCK3;XM_011533443.3,XM_011533444.3,XM_011533445.3;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr3:51275311:51277312:+:DOCK3,DOCK3,DOCK3;XM_011533443.3,XM_011533444.3,XM_011533445.3;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr3:51275311:51277312:+:DOCK3,DOCK3,DOCK3;XM_011533443.3,XM_011533444.3,XM_011533445.3;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr13:37691154:37693155:-:TRPC4;XM_011535206.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr13:37691154:37693155:-:TRPC4;XM_011535206.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr13:37691154:37693155:-:TRPC4;XM_011535206.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr19:7893519:7895520:+:LRRC8E;XM_011528319.3;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr19:7893519:7895520:+:LRRC8E;XM_011528319.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr19:7893519:7895520:+:LRRC8E;XM_011528319.3;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr11:113473707:113475708:-:DRD2;XM_047426511.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr11:113473707:113475708:-:DRD2;XM_047426511.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr11:113473707:113475708:-:DRD2;XM_047426511.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr11:120235637:120237638:+:POU2F3;NM_001244682.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:120235637:120237638:+:POU2F3;NM_001244682.2;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr11:120235637:120237638:+:POU2F3;NM_001244682.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr14:20353146:20355147:+:PARP2;XM_047430869.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr14:20353146:20355147:+:PARP2;XM_047430869.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr14:20353146:20355147:+:PARP2;XM_047430869.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr20:34412765:34414766:+:ITCH;XM_047440537.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr20:34412765:34414766:+:ITCH;XM_047440537.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr20:34412765:34414766:+:ITCH;XM_047440537.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr9:84704900:84706901:+:NTRK2;NM_001369552.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr9:84704900:84706901:+:NTRK2;NM_001369552.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr9:84704900:84706901:+:NTRK2;NM_001369552.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr13:37691097:37693098:-:TRPC4;XM_017020723.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr13:37691097:37693098:-:TRPC4;XM_017020723.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr13:37691097:37693098:-:TRPC4;XM_017020723.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr6:77462490:77464491:-:HTR1B;NM_000863.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr6:77462490:77464491:-:HTR1B;NM_000863.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr6:77462490:77464491:-:HTR1B;NM_000863.3;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr11:66051363:66053364:+:SF3B2,SF3B2,SF3B2,SF3B2;NM_006842.3,XM_005273726.5,XM_011544740.4,XM_017017144.3;mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:66051363:66053364:+:SF3B2,SF3B2,SF3B2,SF3B2;NM_006842.3,XM_005273726.5,XM_011544740.4,XM_017017144.3;mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr11:66051363:66053364:+:SF3B2,SF3B2,SF3B2,SF3B2;NM_006842.3,XM_005273726.5,XM_011544740.4,XM_017017144.3;mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr22:44085954:44087955:+:PARVB;XM_047441351.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr22:44085954:44087955:+:PARVB;XM_047441351.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr22:44085954:44087955:+:PARVB;XM_047441351.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr11:694753:696754:-:DEAF1;NM_001293634.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:694753:696754:-:DEAF1;NM_001293634.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:694753:696754:-:DEAF1;NM_001293634.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr3:122975133:122977134:-:SEMA5B;NM_001256347.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr3:122975133:122977134:-:SEMA5B;NM_001256347.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr3:122975133:122977134:-:SEMA5B;NM_001256347.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr7:100167616:100169617:-:GAL3ST4;NM_024637.5;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr7:100167616:100169617:-:GAL3ST4;NM_024637.5;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr7:100167616:100169617:-:GAL3ST4;NM_024637.5;mRNA:gini	GeneCards	"#996666"	"orange"
