n	features	TSS	database	col1	col2
0	TSS coverage	chr9:124506398:124508399:-:NR5A1;NM_004959.5;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr9:124506398:124508399:-:NR5A1;NM_004959.5;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr6:106086753:106088754:+:PRDM1,PRDM1;XM_006715550.4,XM_011536062.4;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr6:106086753:106088754:+:PRDM1,PRDM1;XM_006715550.4,XM_011536062.4;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr6:106086753:106088754:+:PRDM1,PRDM1;XM_006715550.4,XM_011536062.4;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr8:85114495:85116496:+:LRRCC1;XM_047422370.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr8:85114495:85116496:+:LRRCC1;XM_047422370.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr8:85114495:85116496:+:LRRCC1;XM_047422370.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr11:92968725:92970726:+:MTNR1B;XM_011542839.3;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr11:92968725:92970726:+:MTNR1B;XM_011542839.3;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr11:92968725:92970726:+:MTNR1B;XM_011542839.3;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr7:99560887:99562888:+:ZNF655,ZNF655;XM_047420828.1,XM_047420829.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr7:99560887:99562888:+:ZNF655,ZNF655;XM_047420828.1,XM_047420829.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr7:99560887:99562888:+:ZNF655,ZNF655;XM_047420828.1,XM_047420829.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr7:6171136:6173137:-:CYTH3;NM_001367582.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr7:6171136:6173137:-:CYTH3;NM_001367582.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr7:6171136:6173137:-:CYTH3;NM_001367582.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr11:77397579:77399580:-:PAK1;XM_024448558.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:77397579:77399580:-:PAK1;XM_024448558.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:77397579:77399580:-:PAK1;XM_024448558.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr6:160348079:160350080:+:SLC22A3;XM_011536076.4;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr6:160348079:160350080:+:SLC22A3;XM_011536076.4;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr6:160348079:160350080:+:SLC22A3;XM_011536076.4;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr19:54375087:54377088:-:LAIR1,LAIR1,LAIR1;XM_047438810.1,XM_047438811.1,XM_047438812.1;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr19:54375087:54377088:-:LAIR1,LAIR1,LAIR1;XM_047438810.1,XM_047438811.1,XM_047438812.1;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr19:54375087:54377088:-:LAIR1,LAIR1,LAIR1;XM_047438810.1,XM_047438811.1,XM_047438812.1;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr3:63863533:63865534:+:ATXN7;NM_000333.4;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr3:63863533:63865534:+:ATXN7;NM_000333.4;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr3:63863533:63865534:+:ATXN7;NM_000333.4;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:52198315:52200316:+:ZFYVE9;XM_047434674.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:52198315:52200316:+:ZFYVE9;XM_047434674.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:52198315:52200316:+:ZFYVE9;XM_047434674.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr11:123524625:123526626:+:GRAMD1B,GRAMD1B,GRAMD1B,GRAMD1B,GRAMD1B;NM_001286563.3,NM_001387028.1,NM_001387029.1,NM_020716.4,XM_005271619.5;mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr11:123524625:123526626:+:GRAMD1B,GRAMD1B,GRAMD1B,GRAMD1B,GRAMD1B;NM_001286563.3,NM_001387028.1,NM_001387029.1,NM_020716.4,XM_005271619.5;mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:123524625:123526626:+:GRAMD1B,GRAMD1B,GRAMD1B,GRAMD1B,GRAMD1B;NM_001286563.3,NM_001387028.1,NM_001387029.1,NM_020716.4,XM_005271619.5;mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr15:55269921:55271922:-:RAB27A,RAB27A,RAB27A;NM_183236.3,XM_047432916.1,XM_047432921.1;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr15:55269921:55271922:-:RAB27A,RAB27A,RAB27A;NM_183236.3,XM_047432916.1,XM_047432921.1;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr15:55269921:55271922:-:RAB27A,RAB27A,RAB27A;NM_183236.3,XM_047432916.1,XM_047432921.1;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr10:101406446:101408447:+:BTRC,BTRC;XM_017016871.2,XM_047425983.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr10:101406446:101408447:+:BTRC,BTRC;XM_017016871.2,XM_047425983.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr10:101406446:101408447:+:BTRC,BTRC;XM_017016871.2,XM_047425983.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr2:201259535:201261536:+:CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8;NM_001372051.1,NM_001400653.1,NM_001400659.1,NM_001400664.1,NM_001400666.1,NM_001400667.1,NM_001400670.1,NM_001400671.1,NM_001400672.1,NM_001400673.1,NM_001400674.1,NM_001400675.1,NM_001400676.1,NM_033356.4,XM_047445960.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr2:201259535:201261536:+:CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8;NM_001372051.1,NM_001400653.1,NM_001400659.1,NM_001400664.1,NM_001400666.1,NM_001400667.1,NM_001400670.1,NM_001400671.1,NM_001400672.1,NM_001400673.1,NM_001400674.1,NM_001400675.1,NM_001400676.1,NM_033356.4,XM_047445960.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr2:201259535:201261536:+:CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8;NM_001372051.1,NM_001400653.1,NM_001400659.1,NM_001400664.1,NM_001400666.1,NM_001400667.1,NM_001400670.1,NM_001400671.1,NM_001400672.1,NM_001400673.1,NM_001400674.1,NM_001400675.1,NM_001400676.1,NM_033356.4,XM_047445960.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr9:84700604:84702605:+:NTRK2;NM_001369551.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr9:84700604:84702605:+:NTRK2;NM_001369551.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr9:84700604:84702605:+:NTRK2;NM_001369551.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr4:15026513:15028514:+:CPEB2;XM_047449609.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr4:15026513:15028514:+:CPEB2;XM_047449609.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr4:15026513:15028514:+:CPEB2;XM_047449609.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr22:45167165:45169166:+:NUP50,NUP50;XM_047441071.1,XM_047441072.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr22:45167165:45169166:+:NUP50,NUP50;XM_047441071.1,XM_047441072.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr22:45167165:45169166:+:NUP50,NUP50;XM_047441071.1,XM_047441072.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr12:9115228:9117229:-:A2M;NM_001347423.2;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr12:9115228:9117229:-:A2M;NM_001347423.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr12:9115228:9117229:-:A2M;NM_001347423.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr21:31343260:31345261:-:TIAM1,TIAM1,TIAM1;NM_001353686.2,NM_001353687.2,NM_001353694.2;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr21:31343260:31345261:-:TIAM1,TIAM1,TIAM1;NM_001353686.2,NM_001353687.2,NM_001353694.2;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr21:31343260:31345261:-:TIAM1,TIAM1,TIAM1;NM_001353686.2,NM_001353687.2,NM_001353694.2;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:52198314:52200315:+:ZFYVE9;XM_047434682.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:52198314:52200315:+:ZFYVE9;XM_047434682.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:52198314:52200315:+:ZFYVE9;XM_047434682.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr17:30115815:30117816:+:NSRP1,NSRP1,NSRP1,NSRP1,NSRP1,NSRP1;NM_001261467.2,NM_032141.4,XM_011525345.3,XM_047436916.1,XM_047436917.1,XM_047436918.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr17:30115815:30117816:+:NSRP1,NSRP1,NSRP1,NSRP1,NSRP1,NSRP1;NM_001261467.2,NM_032141.4,XM_011525345.3,XM_047436916.1,XM_047436917.1,XM_047436918.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr17:30115815:30117816:+:NSRP1,NSRP1,NSRP1,NSRP1,NSRP1,NSRP1;NM_001261467.2,NM_032141.4,XM_011525345.3,XM_047436916.1,XM_047436917.1,XM_047436918.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr19:2338200:2340201:+:SPPL2B;XM_011528140.2;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr19:2338200:2340201:+:SPPL2B;XM_011528140.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr19:2338200:2340201:+:SPPL2B;XM_011528140.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr2:53970112:53972113:+:ACYP2,ACYP2;NM_001320586.2,NM_001320587.2;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr2:53970112:53972113:+:ACYP2,ACYP2;NM_001320586.2,NM_001320587.2;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr2:53970112:53972113:+:ACYP2,ACYP2;NM_001320586.2,NM_001320587.2;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr4:103197342:103199343:-:CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE;NM_001286734.2,NM_001813.3,XM_011531544.3,XM_011531545.3,XM_011531546.4,XM_011531547.3,XM_011531548.3,XM_011531549.3,XM_017007659.2,XM_047449533.1,XM_047449534.1,XM_047449535.1,XM_047449536.1,XM_047449538.1,XM_047449539.1,XM_047449540.1,XM_047449541.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr4:103197342:103199343:-:CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE;NM_001286734.2,NM_001813.3,XM_011531544.3,XM_011531545.3,XM_011531546.4,XM_011531547.3,XM_011531548.3,XM_011531549.3,XM_017007659.2,XM_047449533.1,XM_047449534.1,XM_047449535.1,XM_047449536.1,XM_047449538.1,XM_047449539.1,XM_047449540.1,XM_047449541.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr4:103197342:103199343:-:CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE,CENPE;NM_001286734.2,NM_001813.3,XM_011531544.3,XM_011531545.3,XM_011531546.4,XM_011531547.3,XM_011531548.3,XM_011531549.3,XM_017007659.2,XM_047449533.1,XM_047449534.1,XM_047449535.1,XM_047449536.1,XM_047449538.1,XM_047449539.1,XM_047449540.1,XM_047449541.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr3:194135147:194137148:+:HES1;NM_005524.4;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr3:194135147:194137148:+:HES1;NM_005524.4;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr3:194135147:194137148:+:HES1;NM_005524.4;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr3:121718631:121720632:-:GOLGB1;XM_017006195.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr3:121718631:121720632:-:GOLGB1;XM_017006195.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr3:121718631:121720632:-:GOLGB1;XM_017006195.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr3:48926249:48928250:+:ARIH2;XM_047447265.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr3:48926249:48928250:+:ARIH2;XM_047447265.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr3:48926249:48928250:+:ARIH2;XM_047447265.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr3:123066024:123068025:+:PDIA5;NM_006810.4;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr3:123066024:123068025:+:PDIA5;NM_006810.4;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr3:123066024:123068025:+:PDIA5;NM_006810.4;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr15:98663959:98665960:+:IGF1R;XM_017022137.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr15:98663959:98665960:+:IGF1R;XM_017022137.2;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr15:98663959:98665960:+:IGF1R;XM_017022137.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr16:23556726:23558727:+:UBFD1,UBFD1,UBFD1,UBFD1,UBFD1;NM_019116.3,XM_011545894.4,XM_017023459.3,XM_017023460.3,XM_047434367.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr16:23556726:23558727:+:UBFD1,UBFD1,UBFD1,UBFD1,UBFD1;NM_019116.3,XM_011545894.4,XM_017023459.3,XM_017023460.3,XM_047434367.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr16:23556726:23558727:+:UBFD1,UBFD1,UBFD1,UBFD1,UBFD1;NM_019116.3,XM_011545894.4,XM_017023459.3,XM_017023460.3,XM_047434367.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr12:43794801:43796802:+:TMEM117;XM_047429662.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr12:43794801:43796802:+:TMEM117;XM_047429662.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr12:43794801:43796802:+:TMEM117;XM_047429662.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr15:79004664:79006665:-:RASGRF1;NM_153815.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr15:79004664:79006665:-:RASGRF1;NM_153815.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr15:79004664:79006665:-:RASGRF1;NM_153815.3;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr20:46393455:46395456:-:ELMO2;XM_047440361.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr20:46393455:46395456:-:ELMO2;XM_047440361.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr20:46393455:46395456:-:ELMO2;XM_047440361.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr21:34524466:34526467:-:RCAN1,RCAN1;NM_001285391.2,NM_001285392.2;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr21:34524466:34526467:-:RCAN1,RCAN1;NM_001285391.2,NM_001285392.2;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr21:34524466:34526467:-:RCAN1,RCAN1;NM_001285391.2,NM_001285392.2;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr3:122247248:122249249:+:CASR;XM_017007325.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr3:122247248:122249249:+:CASR;XM_017007325.2;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr3:122247248:122249249:+:CASR;XM_017007325.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:145690674:145692675:-:PDZK1;XM_047422530.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:145690674:145692675:-:PDZK1;XM_047422530.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:145690674:145692675:-:PDZK1;XM_047422530.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr16:58170285:58172286:-:CSNK2A2;XM_017022945.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr16:58170285:58172286:-:CSNK2A2;XM_017022945.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr16:58170285:58172286:-:CSNK2A2;XM_017022945.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr8:41308472:41310473:-:SFRP1;NM_003012.5;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr8:41308472:41310473:-:SFRP1;NM_003012.5;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr8:41308472:41310473:-:SFRP1;NM_003012.5;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr11:47256706:47258707:+:NR1H3,NR1H3,NR1H3,NR1H3;NM_001363595.2,XM_047426193.1,XM_047426197.1,XM_047426202.1;mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:47256706:47258707:+:NR1H3,NR1H3,NR1H3,NR1H3;NM_001363595.2,XM_047426193.1,XM_047426197.1,XM_047426202.1;mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr11:47256706:47258707:+:NR1H3,NR1H3,NR1H3,NR1H3;NM_001363595.2,XM_047426193.1,XM_047426197.1,XM_047426202.1;mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr2:20050627:20052628:-:LAPTM4A;NM_014713.5;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr2:20050627:20052628:-:LAPTM4A;NM_014713.5;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr2:20050627:20052628:-:LAPTM4A;NM_014713.5;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr2:176159823:176161824:+:HOXD3;XM_005246509.5;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr2:176159823:176161824:+:HOXD3;XM_005246509.5;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr2:176159823:176161824:+:HOXD3;XM_005246509.5;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:2555370:2557371:+:TNFRSF14,TNFRSF14,TNFRSF14,TNFRSF14,TNFRSF14;NM_001297605.2,NM_003820.4,XM_006711019.3,XM_047433421.1,XM_047433423.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:2555370:2557371:+:TNFRSF14,TNFRSF14,TNFRSF14,TNFRSF14,TNFRSF14;NM_001297605.2,NM_003820.4,XM_006711019.3,XM_047433421.1,XM_047433423.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:2555370:2557371:+:TNFRSF14,TNFRSF14,TNFRSF14,TNFRSF14,TNFRSF14;NM_001297605.2,NM_003820.4,XM_006711019.3,XM_047433421.1,XM_047433423.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:246354539:246356540:-:SMYD3;NM_001375963.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:246354539:246356540:-:SMYD3;NM_001375963.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr1:246354539:246356540:-:SMYD3;NM_001375963.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr13:100215183:100217184:+:PCCA;XM_047430376.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr13:100215183:100217184:+:PCCA;XM_047430376.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr13:100215183:100217184:+:PCCA;XM_047430376.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr2:144181654:144183655:-:GTDC1;XM_047445845.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr2:144181654:144183655:-:GTDC1;XM_047445845.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr2:144181654:144183655:-:GTDC1;XM_047445845.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr12:12201404:12203405:-:LRP6;XM_047428844.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr12:12201404:12203405:-:LRP6;XM_047428844.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr12:12201404:12203405:-:LRP6;XM_047428844.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr19:35114822:35116823:+:FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3;NM_001136007.2,NM_001136008.2,NM_001136009.2,NM_001136010.2,NM_001136011.2,NM_001136012.2,NM_001387349.1,NM_001387350.1,NM_001387355.1,NM_005971.4,NM_021910.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr19:35114822:35116823:+:FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3;NM_001136007.2,NM_001136008.2,NM_001136009.2,NM_001136010.2,NM_001136011.2,NM_001136012.2,NM_001387349.1,NM_001387350.1,NM_001387355.1,NM_005971.4,NM_021910.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr19:35114822:35116823:+:FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3,FXYD3;NM_001136007.2,NM_001136008.2,NM_001136009.2,NM_001136010.2,NM_001136011.2,NM_001136012.2,NM_001387349.1,NM_001387350.1,NM_001387355.1,NM_005971.4,NM_021910.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr6:34145086:34147087:-:GRM4,GRM4,GRM4;NM_000841.4,NM_001256811.3,NM_001282847.2;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr6:34145086:34147087:-:GRM4,GRM4,GRM4;NM_000841.4,NM_001256811.3,NM_001282847.2;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr6:34145086:34147087:-:GRM4,GRM4,GRM4;NM_000841.4,NM_001256811.3,NM_001282847.2;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr10:98264375:98266376:-:LOXL4,LOXL4;XM_024448232.1,XM_047425836.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr10:98264375:98266376:-:LOXL4,LOXL4;XM_024448232.1,XM_047425836.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr10:98264375:98266376:-:LOXL4,LOXL4;XM_024448232.1,XM_047425836.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
